timestamp_utc,date_utc,session_id,turn_index,state_before,pending_action,user_text,normalized_text,pred_main_intent,pred_sub_intent,pred_intent,slot_name,slot_value,slot_raw,start,end,slot_confidence,source,resolution_status,resolved_entity_type,resolved_entity_id,resolved_entity_name
2026-03-11T13:07:34.230734+00:00,2026-03-11,ui-1773234415541,6,waiting_for_side,add_item,coke,coke,cart,add_item,unknown,ITEM,coke,coke,0,4,,unknown,predicted,,,
2026-03-11T13:07:44.914976+00:00,2026-03-11,ui-1773234415541,9,waiting_for_quantity,add_item,2,2,cart,change_quantity,unknown,quantity,2,2,0,1,1.0,unknown,predicted,,,
2026-03-11T13:07:46.738394+00:00,2026-03-11,ui-1773234415541,10,waiting_for_quantity,add_item,3,3,cart,change_quantity,unknown,quantity,3,3,0,1,1.0,unknown,predicted,,,
2026-03-11T13:43:54.979356+00:00,2026-03-11,ui-1773236622643,1,idle,add_item,i want a chicken taxco,i want a chicken taxco,cart,add_item,add_item,ITEM,chicken taxco,chicken taxco,9,22,,unknown,predicted,,,
2026-03-11T13:44:05.766147+00:00,2026-03-11,ui-1773236622643,2,confirming_item,add_item,i want a chicken taco,i want a chicken taco,cart,add_item,add_item,ITEM,chicken taco,chicken taco,9,21,,unknown,predicted,,,
2026-03-11T13:44:18.266744+00:00,2026-03-11,ui-1773236622643,4,waiting_for_side,add_item,coke,coke,cart,add_item,unknown,ITEM,coke,coke,0,4,,unknown,predicted,,,
2026-03-11T13:44:21.239400+00:00,2026-03-11,ui-1773236622643,5,waiting_for_modifier,add_item,steak,steak,menu,add_item,unknown,ITEM,steak,steak,0,5,,unknown,predicted,,,
2026-03-11T17:36:27.790783+00:00,2026-03-11,ui-1773250576679,1,idle,add_item,i want to have aqchicken tacos,i want to have aqchicken tacos,cart,add_item,add_item,ITEM,aqchicken tacos,aqchicken tacos,15,30,,unknown,predicted,,,
2026-03-11T17:36:39.604348+00:00,2026-03-11,ui-1773250576679,2,confirming_item,add_item,add chicken taco,add chicken taco,cart,add_item,add_item,ITEM,chicken taco,chicken taco,4,16,,unknown,predicted,,,
2026-03-11T17:36:58.961935+00:00,2026-03-11,ui-1773250576679,3,cancellation_confirmation,add_item,no add chicken tacos,no add chicken tacos,cart,add_item,add_item,ITEM,chicken tacos,chicken tacos,7,20,,unknown,predicted,,,
2026-03-11T17:52:26.759016+00:00,2026-03-11,ui-1773251534038,1,idle,,i want a chickesnc tacosc,i want a chickesnc tacosc,cart,add_item,add_item,ITEM,chickesnc tacosc,chickesnc tacosc,9,25,,unknown,predicted,,,
2026-03-11T17:52:36.726526+00:00,2026-03-11,ui-1773251534038,2,idle,,show platters,show platters,menu,browse_category,show_menu,CATEGORY,platters,platters,5,13,,unknown,predicted,,,
2026-03-11T17:52:41.450115+00:00,2026-03-11,ui-1773251534038,3,idle,add_item,add chicken taco,add chicken taco,cart,add_item,add_item,ITEM,chicken taco,chicken taco,4,16,,unknown,predicted,,,
2026-03-11T17:52:43.957429+00:00,2026-03-11,ui-1773251534038,4,waiting_for_side,add_item,coke,coke,cart,add_item,unknown,ITEM,coke,coke,0,4,,unknown,predicted,,,
2026-03-11T17:52:51.486961+00:00,2026-03-11,ui-1773251534038,5,waiting_for_modifier,add_item,i'll taje sausage link,ill taje sausage link,cart,add_item,unknown,ITEM,taje sausage link,taje sausage link,4,21,,unknown,predicted,,,
2026-03-11T17:52:55.203640+00:00,2026-03-11,ui-1773251534038,7,waiting_for_quantity,add_item,2,2,cart,change_quantity,unknown,QUANTITY,2,2,0,1,1.0,unknown,predicted,,,
2026-03-11T17:53:13.205135+00:00,2026-03-11,ui-1773251534038,8,idle,add_item,add aqchicken tacos,add aqchicken tacos,cart,add_item,add_item,ITEM,aqchicken tacos,aqchicken tacos,4,19,,unknown,predicted,,,
2026-03-11T17:54:27.253615+00:00,2026-03-11,ui-1773251659663,1,idle,add_item,add aqchicken tacos,add aqchicken tacos,cart,add_item,add_item,ITEM,aqchicken tacos,aqchicken tacos,4,19,,unknown,predicted,,,
2026-03-11T17:55:11.477669+00:00,2026-03-11,ui-1773251659663,2,confirming_item,add_item,add beef tacos,add beef tacos,cart,add_item,add_item,ITEM,beef tacos,beef tacos,4,14,,unknown,predicted,,,
2026-03-11T17:55:16.501310+00:00,2026-03-11,ui-1773251659663,4,waiting_for_quantity,add_item,2,2,cart,change_quantity,unknown,QUANTITY,2,2,0,1,1.0,unknown,predicted,,,
2026-03-11T17:55:22.977787+00:00,2026-03-11,ui-1773251659663,5,idle,add_item,i want a beef taco,i want a beef taco,cart,add_item,add_item,ITEM,beef taco,beef taco,9,18,,unknown,predicted,,,
2026-03-11T17:55:30.724110+00:00,2026-03-11,ui-1773251659663,6,confirming_item,add_item,add beef tacos,add beef tacos,cart,add_item,add_item,ITEM,beef tacos,beef tacos,4,14,,unknown,predicted,,,
2026-03-11T17:55:39.079365+00:00,2026-03-11,ui-1773251659663,8,idle,add_item,add chicken taco,add chicken taco,cart,add_item,add_item,ITEM,chicken taco,chicken taco,4,16,,unknown,predicted,,,
2026-03-11T17:55:42.741981+00:00,2026-03-11,ui-1773251659663,9,waiting_for_side,add_item,coke,coke,cart,add_item,unknown,ITEM,coke,coke,0,4,,unknown,predicted,,,
2026-03-11T17:55:48.215771+00:00,2026-03-11,ui-1773251659663,10,waiting_for_modifier,add_item,steak,steak,menu,add_item,unknown,ITEM,steak,steak,0,5,,unknown,predicted,,,
2026-03-11T17:55:51.622987+00:00,2026-03-11,ui-1773251659663,11,waiting_for_modifier,add_item,cheese,cheese,cart,add_item,unknown,ITEM,cheese,cheese,0,6,,unknown,predicted,,,
2026-03-11T17:55:54.307374+00:00,2026-03-11,ui-1773251659663,12,waiting_for_quantity,add_item,four,four,cart,change_quantity,unknown,QUANTITY,4,four,0,4,1.0,unknown,predicted,,,
2026-03-12T12:18:27.011247+00:00,2026-03-12,ui-1773317897762,1,idle,,i want pizzas,i want pizzas,cart,add_item,add_item,CATEGORY,pizzas,pizzas,7,13,,unknown,predicted,,,
2026-03-12T12:18:36.258478+00:00,2026-03-12,ui-1773317897762,2,idle,,show me platters,show me platters,menu,browse_category,browse_category,CATEGORY,platters,platters,8,16,,unknown,predicted,,,
2026-03-12T12:18:48.707494+00:00,2026-03-12,ui-1773317897762,3,idle,,shoe me drinks,shoe me drinks,menu,browse_category,browse_category,CATEGORY,drinks,drinks,8,14,,unknown,predicted,,,
2026-03-12T12:19:00.053774+00:00,2026-03-12,ui-1773317897762,4,idle,,you got drinks,you got drinks,menu,availability_query,availability_query,CATEGORY,drinks,drinks,8,14,,unknown,predicted,,,
2026-03-12T12:28:31.835582+00:00,2026-03-12,ui-1773317897762,5,idle,add_item,i want pizza,i want pizza,cart,add_item,add_item,CATEGORY,pizza,pizza,7,12,,unknown,predicted,,,
2026-03-12T12:28:45.749310+00:00,2026-03-12,ui-1773317897762,6,confirming_item,add_item,i want platter,i want platter,cart,add_item,add_item,ITEM,platter,platter,7,14,,unknown,predicted,,,
2026-03-12T12:40:35.713391+00:00,2026-03-12,ui-1773319226450,1,idle,,you got pizza,you got pizza,menu,availability_query,availability_query,CATEGORY,pizza,pizza,8,13,,unknown,predicted,,,
2026-03-12T12:41:04.959407+00:00,2026-03-12,ui-1773319226450,2,idle,add_item,I'll take go with Hawaaiian Pizza,ill take go with hawaaiian pizza,cart,add_item,add_item,ITEM,hawaaiian pizza,hawaaiian pizza,17,32,,unknown,predicted,,,
2026-03-12T12:41:15.555769+00:00,2026-03-12,ui-1773319226450,3,confirming_item,add_item,Hawaiian Pizza,hawaiian pizza,cart,add_item,add_item,ITEM,hawaiian pizza,hawaiian pizza,0,14,,unknown,predicted,,,
2026-03-12T12:41:23.165144+00:00,2026-03-12,ui-1773319226450,5,waiting_for_modifier,add_item,add pepper,add pepper,cart,add_item,unknown,ITEM,pepper,pepper,4,10,,unknown,predicted,,,
2026-03-12T12:41:32.630919+00:00,2026-03-12,ui-1773319226450,7,waiting_for_modifier,add_item,spicy tomato,spicy tomato,cart,add_item,unknown,ITEM,spicy tomato,spicy tomato,0,12,,unknown,predicted,,,
2026-03-12T12:41:35.842472+00:00,2026-03-12,ui-1773319226450,8,waiting_for_size,add_item,small,small,cart,modify_item,unknown,SIZE,small,small,0,5,1.0,unknown,predicted,,,
2026-03-12T12:41:37.843801+00:00,2026-03-12,ui-1773319226450,9,waiting_for_quantity,add_item,2,2,cart,change_quantity,unknown,QUANTITY,2,2,0,1,1.0,unknown,predicted,,,
2026-03-12T12:41:41.088114+00:00,2026-03-12,ui-1773319226450,10,idle,add_item,add one coke,add one coke,cart,add_item,add_item,ITEM,coke,coke,8,12,,unknown,predicted,,,
2026-03-12T12:41:43.483600+00:00,2026-03-12,ui-1773319226450,11,waiting_for_size,add_item,small,small,cart,modify_item,unknown,SIZE,small,small,0,5,1.0,unknown,predicted,,,
2026-03-12T12:41:51.171339+00:00,2026-03-12,ui-1773319226450,12,idle,add_item,add one large coke,add one large coke,cart,add_item,add_item,ITEM,coke,coke,14,18,,unknown,predicted,,,
2026-03-12T12:41:53.549906+00:00,2026-03-12,ui-1773319226450,13,waiting_for_size,add_item,large,large,cart,modify_item,unknown,SIZE,large,large,0,5,1.0,unknown,predicted,,,
2026-03-12T12:44:09.422231+00:00,2026-03-12,ui-1773319226450,14,idle,,you got platters,you got platters,menu,availability_query,availability_query,CATEGORY,platters,platters,8,16,,unknown,predicted,,,
2026-03-12T12:44:32.068075+00:00,2026-03-12,ui-1773319226450,15,idle,add_item,i will take snow crab,i will take snow crab,cart,add_item,add_item,ITEM,snow crab,snow crab,12,21,,unknown,predicted,,,
2026-03-12T12:44:38.790562+00:00,2026-03-12,ui-1773319226450,16,confirming_item,add_item,snow crab leg platter,snow crab leg platter,cart,add_item,add_item,ITEM,snow crab leg platter,snow crab leg platter,0,21,,unknown,predicted,,,
2026-03-12T12:44:44.024384+00:00,2026-03-12,ui-1773319226450,18,waiting_for_quantity,add_item,2,2,cart,change_quantity,unknown,QUANTITY,2,2,0,1,1.0,unknown,predicted,,,
2026-03-12T12:46:14.844543+00:00,2026-03-12,ui-1773319226450,23,idle,,how much is small coke,how much is small coke,menu,ask_price,ask_price,ITEM,coke,coke,18,22,,unknown,predicted,,,
2026-03-12T12:46:20.533398+00:00,2026-03-12,ui-1773319226450,24,idle,,how much is coke,how much is coke,menu,ask_price,ask_price,ITEM,coke,coke,12,16,,unknown,predicted,,,
2026-03-12T13:48:39.871690+00:00,2026-03-12,ui-1773323311523,1,idle,,how much is small coke,how much is small coke,menu,ask_price,ask_price,ITEM,coke,coke,18,22,,unknown,predicted,,,
2026-03-12T13:49:05.532380+00:00,2026-03-12,ui-1773323311523,1,idle,add_item,i want a coke,i want a coke,cart,add_item,add_item,ITEM,coke,coke,9,13,,unknown,predicted,,,
2026-03-12T13:54:53.916580+00:00,2026-03-12,ui-1773323685222,1,idle,,how much is small coke,how much is small coke,menu,ask_price,ask_price,ITEM,coke,coke,18,22,,unknown,predicted,,,
2026-03-12T13:55:09.836725+00:00,2026-03-12,ui-1773323685222,3,idle,,how much is large coke,how much is large coke,menu,ask_price,ask_price,ITEM,coke,coke,18,22,,unknown,predicted,,,
2026-03-12T13:55:14.588934+00:00,2026-03-12,ui-1773323685222,4,idle,add_item,and medium coke ?.,and medium coke,cart,add_item,add_item,VARIANT,medium,medium,4,10,,unknown,predicted,,,
2026-03-12T13:55:14.588934+00:00,2026-03-12,ui-1773323685222,4,idle,add_item,and medium coke ?.,and medium coke,cart,add_item,add_item,ITEM,coke,coke,11,15,,unknown,predicted,,,
2026-03-12T13:55:25.230981+00:00,2026-03-12,ui-1773323685222,5,waiting_for_size,add_item,how much is medium coke,how much is medium coke,menu,ask_price,unknown,SIZE,medium,medium,12,18,1.0,unknown,predicted,,,
2026-03-12T13:55:27.823570+00:00,2026-03-12,ui-1773323685222,6,waiting_for_quantity,add_item,2,2,cart,change_quantity,unknown,QUANTITY,2,2,0,1,1.0,unknown,predicted,,,
2026-03-12T13:55:34.310854+00:00,2026-03-12,ui-1773323685222,7,idle,,how much is medium coke,how much is medium coke,menu,ask_price,ask_price,ITEM,coke,coke,19,23,,unknown,predicted,,,
2026-03-12T13:55:40.073701+00:00,2026-03-12,ui-1773323685222,8,idle,add_item,and large coke,and large coke,cart,add_item,add_item,ITEM,coke,coke,10,14,,unknown,predicted,,,
2026-03-12T13:55:45.355365+00:00,2026-03-12,ui-1773323685222,9,waiting_for_size,add_item,add large coke,add large coke,cart,add_item,unknown,SIZE,large,large,4,9,1.0,unknown,predicted,,,
2026-03-12T13:55:48.259911+00:00,2026-03-12,ui-1773323685222,10,waiting_for_quantity,add_item,2,2,cart,change_quantity,unknown,QUANTITY,2,2,0,1,1.0,unknown,predicted,,,
2026-03-16T12:13:49.053167+00:00,2026-03-16,cli-7a5f3e62-b2d0-4e04-87e9-df523468a9d5,1,idle,,i want a cicken taco,i want a cicken taco,cart,add_item,add_item,ITEM,cicken taco,cicken taco,9,20,,unknown,predicted,,,
2026-03-16T18:12:49.863473+00:00,2026-03-16,ui-1773684759438,1,idle,,i want a chicken taco,i want a chicken taco,cart,add_item,add_item,ITEM,chicken taco,chicken taco,9,21,,unknown,predicted,,,
2026-03-16T18:13:04.231429+00:00,2026-03-16,ui-1773684759438,2,waiting_for_side,add_item,i'll take coke,ill take coke,cart,add_item,unknown,ITEM,coke,coke,9,13,,unknown,predicted,,,
2026-03-16T18:23:11.609942+00:00,2026-03-16,ui-1773685382977,1,idle,,i want a chicken taco,i want a chicken taco,cart,add_item,add_item,ITEM,chicken taco,chicken taco,9,21,,unknown,predicted,,,
2026-03-16T18:28:52.173498+00:00,2026-03-16,CA8d0acaf0e99db41d8a778b3723d35159,1,idle,,I would like to order a chicken taco.,i would like to order a chicken taco,cart,add_item,add_item,ITEM,chicken taco,chicken taco,24,36,,unknown,predicted,,,
2026-03-16T18:29:05.898862+00:00,2026-03-16,CA8d0acaf0e99db41d8a778b3723d35159,2,waiting_for_side,add_item,I will take Coke.,i will take coke,cart,add_item,unknown,ITEM,coke,coke,12,16,,unknown,predicted,,,
2026-03-16T18:29:20.157002+00:00,2026-03-16,CA8d0acaf0e99db41d8a778b3723d35159,3,waiting_for_modifier,add_item,I will take tax.,i will take tax,payment,payment_methods_query,unknown,ITEM,tax,tax,12,15,,unknown,predicted,,,
2026-03-16T18:29:37.534595+00:00,2026-03-16,CA8d0acaf0e99db41d8a778b3723d35159,4,waiting_for_modifier,add_item,I will take tax.,i will take tax,payment,payment_methods_query,unknown,ITEM,tax,tax,12,15,,unknown,predicted,,,
2026-03-16T18:30:12.423833+00:00,2026-03-16,CA8d0acaf0e99db41d8a778b3723d35159,6,waiting_for_modifier,add_item,I will take chicken.,i will take chicken,cart,add_item,unknown,ITEM,chicken,chicken,12,19,,unknown,predicted,,,
2026-03-16T18:30:24.150966+00:00,2026-03-16,CA8d0acaf0e99db41d8a778b3723d35159,7,waiting_for_modifier,add_item,Add jelly.,add jelly,cart,add_item,unknown,MODIFIER,jelly,jelly,4,9,,unknown,predicted,,,
2026-03-17T13:12:34.512714+00:00,2026-03-17,ui-1773753149336,1,idle,,i want a chicken taco,i want a chicken taco,cart,add_item,add_item,ITEM,chicken taco,chicken taco,9,21,,unknown,predicted,,,
2026-03-17T13:12:41.036909+00:00,2026-03-17,ui-1773753149336,2,waiting_for_side,add_item,i'll take coke,ill take coke,cart,add_item,unknown,ITEM,coke,coke,9,13,,unknown,predicted,,,
2026-03-17T13:12:45.180900+00:00,2026-03-17,ui-1773753149336,3,waiting_for_modifier,add_item,steak,steak,menu,add_item,unknown,ITEM,steak,steak,0,5,,unknown,predicted,,,
2026-03-17T14:34:38.421804+00:00,2026-03-17,CA47852bdec574eb255c5be91d72634676,1,idle,,I will take a chicken taco.,i will take a chicken taco,cart,add_item,add_item,ITEM,chicken taco,chicken taco,14,26,,unknown,predicted,,,
2026-03-17T14:34:52.248215+00:00,2026-03-17,CA47852bdec574eb255c5be91d72634676,2,waiting_for_side,add_item,I'll take Coke.,ill take coke,cart,add_item,unknown,ITEM,coke,coke,9,13,,unknown,predicted,,,
2026-03-17T14:35:06.400387+00:00,2026-03-17,CA47852bdec574eb255c5be91d72634676,3,waiting_for_modifier,add_item,", sausage.",sausage,cart,add_item,unknown,ITEM,sausage,sausage,0,7,,unknown,predicted,,,
2026-03-17T14:58:30.550612+00:00,2026-03-17,ui-1773759508207,1,idle,,you got pizza,you got pizza,menu,availability_query,availability_query,CATEGORY,pizza,pizza,8,13,,unknown,predicted,,,
2026-03-17T14:58:37.469060+00:00,2026-03-17,ui-1773759508207,2,idle,,i want pizza,i want pizza,cart,add_item,add_item,CATEGORY,pizza,pizza,7,12,,unknown,predicted,,,
2026-03-17T14:58:50.809815+00:00,2026-03-17,ui-1773759508207,3,confirming_item,add_item,all meat pizza,all meat pizza,menu,add_item,add_item,ITEM,all meat pizza,all meat pizza,0,14,,unknown,predicted,,,
2026-03-17T14:59:00.504544+00:00,2026-03-17,ui-1773759508207,5,waiting_for_modifier,add_item,smoke ha,smoke ha,cart,add_item,unknown,ITEM,ha,ha,6,8,,unknown,predicted,,,
2026-03-17T14:59:04.555494+00:00,2026-03-17,ui-1773759508207,6,waiting_for_modifier,add_item,smoked ham,smoked ham,cart,add_item,unknown,ITEM,smoked ham,smoked ham,0,10,,unknown,predicted,,,
2026-03-17T14:59:11.725191+00:00,2026-03-17,ui-1773759508207,7,waiting_for_modifier,add_item,pineapple,pineapple,cart,add_item,unknown,ITEM,pineapple,pineapple,0,9,,unknown,predicted,,,
2026-03-17T14:59:19.201878+00:00,2026-03-17,ui-1773759508207,8,waiting_for_modifier,add_item,tomato,tomato,cart,add_item,unknown,ITEM,tomato,tomato,0,6,,unknown,predicted,,,
2026-03-17T14:59:29.467069+00:00,2026-03-17,ui-1773759508207,9,waiting_for_modifier,add_item,tomato sauce,tomato sauce,cart,add_item,unknown,ITEM,tomato sauce,tomato sauce,0,12,,unknown,predicted,,,
2026-03-17T14:59:35.702740+00:00,2026-03-17,ui-1773759508207,10,waiting_for_modifier,add_item,regular tomato sauce,regular tomato sauce,cart,add_item,unknown,ITEM,tomato sauce,tomato sauce,8,20,,unknown,predicted,,,
2026-03-17T15:00:53.321379+00:00,2026-03-17,ui-1773759641477,1,idle,,i want a chicken taco,i want a chicken taco,cart,add_item,add_item,ITEM,chicken taco,chicken taco,9,21,,unknown,predicted,,,
2026-03-17T15:01:02.951400+00:00,2026-03-17,ui-1773759641477,2,waiting_for_side,add_item,coke,coke,cart,add_item,unknown,ITEM,coke,coke,0,4,,unknown,predicted,,,
2026-03-17T15:26:36.102802+00:00,2026-03-17,CA9fc12a0e3e33813ab17defbd6c236822,2,idle,,I want a chicken taco.,i want a chicken taco,cart,add_item,add_item,ITEM,chicken taco,chicken taco,9,21,,unknown,predicted,,,
2026-03-17T15:26:52.972879+00:00,2026-03-17,CA9fc12a0e3e33813ab17defbd6c236822,3,waiting_for_side,add_item,", I will take Coke.",i will take coke,cart,add_item,unknown,ITEM,coke,coke,12,16,,unknown,predicted,,,
2026-03-17T15:27:21.674922+00:00,2026-03-17,CA9fc12a0e3e33813ab17defbd6c236822,5,waiting_for_modifier,add_item,Chicken.,chicken,cart,add_item,unknown,ITEM,chicken,chicken,0,7,,unknown,predicted,,,
2026-03-17T15:27:36.316783+00:00,2026-03-17,CA9fc12a0e3e33813ab17defbd6c236822,6,waiting_for_modifier,add_item,", I will take jelly.",i will take jelly,cart,add_item,unknown,ITEM,jelly,jelly,12,17,,unknown,predicted,,,
2026-03-17T16:31:37.937387+00:00,2026-03-17,ui-1773765091548,1,idle,,i want a chicken taco,i want a chicken taco,cart,add_item,add_item,ITEM,chicken taco,chicken taco,9,21,,unknown,predicted,,,
2026-03-17T16:31:40.256680+00:00,2026-03-17,ui-1773765091548,2,waiting_for_side,add_item,coke,coke,cart,add_item,unknown,ITEM,coke,coke,0,4,,unknown,predicted,,,
2026-03-17T16:33:21.430389+00:00,2026-03-17,ui-1773765091548,4,waiting_for_modifier,add_item,i don't want any,i dont want any,cart,remove_item,unknown,ITEM,any,any,12,15,,unknown,predicted,,,
2026-03-17T18:10:12.129170+00:00,2026-03-17,CA0401769c1504dc24f26f0605322ff164,1,idle,,I would like to order a Coke.,i would like to order a coke,cart,add_item,add_item,ITEM,coke,coke,24,28,,unknown,predicted,,,
2026-03-17T18:10:23.966477+00:00,2026-03-17,CA0401769c1504dc24f26f0605322ff164,2,waiting_for_size,add_item,", I will take large.",i will take large,cart,modify_item,unknown,SIZE,large,large,12,17,1.0,unknown,predicted,,,
2026-03-17T18:10:35.488995+00:00,2026-03-17,CA0401769c1504dc24f26f0605322ff164,3,waiting_for_size,add_item,Large.,large,cart,modify_item,unknown,SIZE,large,large,0,5,1.0,unknown,predicted,,,
